Código;Nombre comercial;Razón social;Dirección;Población;CP;Horario;Confianza;Fuente asociada;Tipo fuente;Fecha comprobación;Nota horario;Estado;Jornada;Orden;Día previsto;Hora prevista;Estado previsto
554;ASESORIA RAMOS;MARIA DEL MAR RAMOS MORENO;ANDALUCIA, 173, 41702, Dos Hermanas, Sevilla, España;Dos Hermanas;41702;Lunes 09:30-14:00 / 17:00-20:00 | Martes 09:30-14:00 / 17:00-20:00 | Miércoles 09:30-14:00 | Jueves 09:30-14:00 / 17:00-20:00 | Viernes 09:30-14:00 | Sábado Cerrado | Domingo Cerrado;high;Ramos Consultores;google-business;2026-09-21;;verified;1;5;Lunes;09:30;Abierto · cierra 14:00
553;BASILIO MUÑOZ MARTIN;BASILIO MUÑOZ MARTIN;Avenida BADIA POLESINE, 3ºC, 41560, Estepa, Sevilla, España;Estepa;41560;Lunes 09:00-14:30 / 16:30-19:00 | Martes 09:00-14:30 / 16:30-19:00 | Miércoles 09:00-14:30 / 16:30-19:00 | Jueves 09:00-14:30 / 16:30-19:00 | Viernes 09:00-14:30 / 16:30-19:00 | Sábado Cerrado | Domingo Cerrado;high;Motos Muñoz;google-business;2026-09-21;;verified;;;;;
551;CASA TEJERA SRL;CASA TEJERA SRL;FERIA 75, 41002, Sevilla, Sevilla, España;Sevilla;41002;Lunes 10:00-13:45 / 17:00-20:30 | Martes 10:00-13:45 / 17:00-20:30 | Miércoles 10:00-13:45 / 17:00-20:30 | Jueves 10:00-13:45 / 17:00-20:30 | Viernes 10:00-13:45 / 17:00-20:30 | Sábado Cerrado | Domingo Cerrado;high;Casa Tejera;web-directory;2026-09-21;;verified;7;11;Martes;13:05;Abierto · cierra 13:45
544;SUREDHER SL;SUREDHER SL;Avenida de Andalucía, 252, 41702, Dos Hermanas, Sevilla, España;Dos Hermanas;41702;Lunes 07:30-14:30 | Martes 07:30-14:30 | Miércoles 07:30-14:30 | Jueves 07:30-14:30 | Viernes 07:30-14:30 | Sábado Cerrado | Domingo Cerrado;high;SUREDHER Pinturas y Barnices;google-business;2026-09-21;;verified;1;3;Lunes;08:32;Abierto · cierra 14:30
535;RECAMBIOS ARNEDO;ARNEDO JOSE GONZALEZ VALLADARES;Calle ZORRILLA, 33, 41840, Pilas, Sevilla, España;Pilas;41840;Lunes 09:00-14:00 / 16:00-19:00 | Martes 09:00-14:00 / 16:00-19:00 | Miércoles 09:00-14:00 / 16:00-19:00 | Jueves 09:00-14:00 / 16:00-19:00 | Viernes 09:00-13:30 / 16:00-19:00 | Sábado Cerrado | Domingo Cerrado;medium;Autorepuestos Arnedo;google-business;2026-09-21;"Google publica C. Lope de Vega; la ficha indica C. Zorrilla 33.";associated;13;11;Miércoles;16:29;Abierto · cierra 19:00
530;ANA ISABEL ROLDAN GARZON;ANA ISABEL ROLDAN GARZON;Calle LUIS FUENTES BEJARANO,50 BLQ.5 A-DCHA, 41020, Sevilla, Sevilla, España;Sevilla;41020;NO VERIFICADO;unknown;;public-search;2026-09-21;No se ha encontrado un horario público inequívoco para esta ficha. Confirmar antes de visitar.;unknown;8;4;Miércoles;10:00;Horario no verificado · confirmar antes
525;MANUEL LOPEZ ANGUITA;MANUEL LOPEZ ANGUITA;Calle LEOPOLDO ALAS CLARIN, 203, 41704, Dos Hermanas, Sevilla, España;Dos Hermanas;41704;NO VERIFICADO;unknown;;public-search;2026-09-21;No se ha encontrado un horario público inequívoco para esta ficha. Confirmar antes de visitar.;unknown;2;10;Martes;12:27;Horario no verificado · confirmar antes
517;MORMANUELA SL;MORMANUELA SL;Calle TALABARTEROS, 20, 41710, Utrera, Sevilla, España;Utrera;41710;NO VERIFICADO;unknown;;public-search;2026-09-21;No se ha encontrado un horario público inequívoco para esta ficha. Confirmar antes de visitar.;unknown;14;4;Jueves;11:42;Horario no verificado · confirmar antes
504;AUTORECAMBIOS VERDEJO S.l.;AUTORECAMBIOS VERDEJO S.l.;CRTA. DE HERRERA, 41, 41580, Casariche, Sevilla, España;Casariche;41580;Lunes 09:00-14:00 / 16:00-19:30 | Martes 09:00-14:00 / 16:00-19:30 | Miércoles 09:00-14:00 / 16:00-19:30 | Jueves 09:00-14:00 / 16:00-19:30 | Viernes 09:00-14:00 / 16:00-19:30 | Sábado 09:00-14:00 | Domingo Cerrado;high;Auto Recambios Verdejo;google-maps;2026-09-21;;verified;18;9;Miércoles;17:15;Abierto · cierra 19:30
487;HISPALENSE GLASS S.L.;HISPALENSE GLASS S.L.;Calle LEONARDO DA VINCI, 25, 41220, Burguillos, Sevilla, España;Burguillos;41220;NO VERIFICADO;unknown;;public-search;2026-09-21;No se ha encontrado un horario público inequívoco para esta ficha. Confirmar antes de visitar.;unknown;18;4;Miércoles;10:49;Horario no verificado · confirmar antes
485;VERONICA SERRANO PALOMO (GEBAUTO);VERONICA SERRANO PALOMO (GEBAUTO);Avenida /MAR DEL MEDITERRANEO, BLQ 1 LOCAL 3, 41500, Alcala De Guadaira, Sevilla, España;Alcala De Guadaira;41500;NO VERIFICADO;unknown;;public-search;2026-09-21;No se ha encontrado un horario público inequívoco para esta ficha. Confirmar antes de visitar.;unknown;14;1;Jueves;10:00;Horario no verificado · confirmar antes
484;REPUESTOS MANOLITO 038000740-038000753;LEONLU SL;Calle D' EUROPA, 61 - URB. MONTEQUINTO, 41089, Dos Hermanas, Sevilla, España;Dos Hermanas;41089;Lunes 09:00-14:00 / 17:00-20:30 | Martes 09:00-14:00 / 17:00-20:30 | Miércoles 09:00-14:00 / 17:00-20:30 | Jueves 09:00-14:00 / 17:00-20:30 | Viernes 09:00-14:00 / 17:00-20:30 | Sábado 09:00-13:30 | Domingo Cerrado;high;Repuestos Manolito;google-business;2026-09-21;;verified;2;12;Martes;13:29;Abierto · cierra 14:00
480;HIJOS A RUIZ ROMAN SL;HIJOS A RUIZ ROMAN SL;Calle BRUJULA 30 ( POL. IND. PISA ), 41927, Mairena Del Aljarafe, Sevilla, España;Mairena Del Aljarafe;41927;NO VERIFICADO;unknown;;public-search;2026-09-21;No se ha encontrado un horario público inequívoco para esta ficha. Confirmar antes de visitar.;unknown;7;5;Martes;10:00;Horario no verificado · confirmar antes
478;RECASEIS S.R.L.L.;RECASEIS S.R.L.L.;Avenida PRENSA (LA) 28 ( P. I. C. A. ), 41007, Sevilla, Sevilla, España;Sevilla;41007;Lunes 09:00-14:00 / 16:00-19:30 | Martes 09:00-14:00 / 16:00-19:30 | Miércoles 09:00-14:00 / 16:00-19:30 | Jueves 09:00-14:00 / 16:00-19:30 | Viernes 09:00-14:00 / 16:00-19:30 | Sábado 09:00-13:30 | Domingo Cerrado;high;Recaseis;official-web;2026-09-21;La web oficial indica que el número actual es 46, antes 28.;verified;6;8;Lunes;11:25;Abierto · cierra 14:00
474;SUMINISTROS DGR;DIEGO GANFORNINA RUIZ-baja;Calle UTRERA, 2, 41730, Las Cabezas De San Juan, Sevilla, España;Las Cabezas De San Juan;41730;Lunes 09:00-14:00 / 16:00-20:00 | Martes 09:00-14:00 / 16:00-20:00 | Miércoles 09:00-14:00 / 16:00-20:00 | Jueves 09:00-14:00 / 16:00-20:00 | Viernes 09:00-14:00 / 16:00-20:00 | Sábado 09:00-13:00 | Domingo Cerrado;medium;Autorecambios DGR Ganfornina;google-business;2026-09-21;"Google publica Av. Dr. Fleming 13; la ficha C. Utrera 2.";associated;;;;;
471;AUTOMOVILES POZOCARS S.L.;AUTOMOVILES POZOCARS S.L.;Avenida DE LEBRIJA, 9, 41749, El Cuervo, Sevilla, España;El Cuervo;41749;Lunes 09:00-14:00 / 16:00-20:30 | Martes 09:00-14:00 / 16:00-20:30 | Miércoles 09:00-14:00 / 16:00-20:30 | Jueves 09:00-14:00 / 16:00-20:30 | Viernes 09:00-14:00 / 16:00-20:30 | Sábado 09:00-14:00 | Domingo Cerrado;high;Automóviles Pozo;google-business;2026-09-21;;verified;14;14;Jueves;18:39;Abierto · cierra 20:30
468;ABEL ATERO CALADO;ABEL ATERO CALADO;Calle PIE SOLO DIEZ, 29, 41500, Alcala De Guadaira, Sevilla, España;Alcala De Guadaira;41500;NO VERIFICADO;unknown;;public-search;2026-09-21;No se ha encontrado un horario público inequívoco para esta ficha. Confirmar antes de visitar.;unknown;;;;;
466;AUTOMOVILES ZAMORA GUTIERREZ S. L.;AUTOMOVILES ZAMORA GUTIERREZ S. L.;Avenida ANDALUCIA, Nº 58, 41657, Los Corrales, Sevilla, España;Los Corrales;41657;NO VERIFICADO;unknown;;public-search;2026-09-21;No se ha encontrado un horario público inequívoco para esta ficha. Confirmar antes de visitar.;unknown;20;2;Viernes;12:16;Horario no verificado · confirmar antes
465;SOLUCIONES PARA EL RECAMBIO DEL AUTOMOVIL SL;SOLUCIONES PARA EL RECAMBIO DEL AUTOMOVIL SL;Avenida DE ANDALUCIA, 12, 41710, Utrera, Sevilla, España;Utrera;41710;Lunes 09:00-13:00 | Martes 09:00-13:00 | Miércoles 09:00-13:00 | Jueves 09:00-13:00 | Viernes 09:00-13:00 | Sábado Cerrado | Domingo Cerrado;medium;Speauto;google-business;2026-09-21;Coincide teléfono y denominación, pero Google publica dirección distinta a la ficha.;associated;5;8;Viernes;12:27;Abierto · cierra 13:00
452;ANTONIO JOSE BERMUDO LOPEZ;ANTONIO JOSE BERMUDO LOPEZ;Calle DOCTOR FLEMING, 33, 41400, Ecija, Sevilla, España;Ecija;41400;Lunes 09:00-14:00 / 17:00-20:00 | Martes 09:00-14:00 / 17:00-20:00 | Miércoles 09:00-14:00 / 17:00-20:00 | Jueves 09:00-14:00 / 17:00-20:00 | Viernes 09:00-14:00 / 17:00-20:00 | Sábado Cerrado | Domingo Cerrado;high;Automóviles Antonio Bermudo;google-business;2026-09-21;;verified;17;10;Martes;17:00;Apertura 17:00 · cierra 20:00
449;AUTOCRISTAL CASTAÑO S.L.U.;AUTOCRISTAL CASTAÑO S.L.U.;Avenida DE ESPAÑA, 146, 41702, Dos Hermanas, Sevilla, España;Dos Hermanas;41702;Lunes 09:00-14:00 / 16:00-19:30 | Martes 09:00-14:00 / 16:00-19:30 | Miércoles 09:00-14:00 / 16:00-19:30 | Jueves 09:00-14:00 / 16:00-19:30 | Viernes 09:00-14:00 / 16:00-19:30 | Sábado Cerrado | Domingo Cerrado;high;Autocristal Castaño S.L.U.;google-business;2026-09-21;La ubicación pública actual difiere de Av. de España 146.;verified;1;4;Lunes;09:01;Abierto · cierra 14:00
444;AUTOREPARACIONES PEÑA E HIJOS,SL;AUTOREPARACIONES PEÑA E HIJOS,SL;Calle OLIVO,47, 41510, Mairena Del Alcor, Sevilla, España;Mairena Del Alcor;41510;Lunes 08:30-14:00 / 16:30-20:00 | Martes 08:30-14:00 / 16:30-20:00 | Miércoles 08:30-14:00 / 16:30-20:00 | Jueves 08:30-14:00 / 16:30-20:00 | Viernes 08:00-14:00 / 16:30-19:00 | Sábado 09:00-13:00 | Domingo Cerrado;high;Autorepuestos y Talleres Peña;google-business;2026-09-21;;verified;12;2;Martes;08:30;Apertura 08:30 · cierra 14:00
441;ANTONIO GARCIA JIMENEZ;ANTONIO GARCIA JIMENEZ;Av. Santa Clara de Cuba, 4, nave 2, 41007, Sevilla, Sevilla, España;Sevilla;41007;Lunes 08:30-19:00 | Martes 08:30-19:00 | Miércoles 08:30-19:00 | Jueves 08:30-19:00 | Viernes 08:30-15:00 | Sábado Cerrado | Domingo Cerrado;high;Talleres Safetycar;official-web;2026-09-21;;verified;6;7;Lunes;10:56;Abierto · cierra 19:00
432;NEVAE RODRIGUEZ GONZALEZ;NEVAE RODRIGUEZ GONZALEZ;PG GANDUL, C/ CARPINTEROS, 39, 41510, Mairena Del Alcor, Sevilla, España;Mairena Del Alcor;41510;NO VERIFICADO;medium;Automóviles Cerezuela;google-business;2026-09-21;Google confirma negocio y dirección, sin horario.;unknown;12;5;Martes;10:10;Horario no verificado · confirmar antes
424;MOTOS SUAREZ-BAJA;JOSE SUAREZ SANCHEZ;Calle HUERTA, Nº 6, 41567, Herrera, Sevilla, España;Herrera;41567;Lunes 08:30-13:30 / 16:30-19:30 | Martes 08:30-13:30 / 16:30-19:30 | Miércoles 08:30-13:30 / 16:30-19:30 | Jueves 08:30-13:30 / 16:30-19:30 | Viernes 08:30-13:30 / 16:30-19:30 | Sábado Cerrado | Domingo Cerrado;medium;Motos Suarez;google-business;2026-09-21;"Google publica C. Huerta 46; fichas nº6.";associated;;;;;
414;"JUAN GAVIÑO LLANO ""TALLER JUAN GAVIÑO""";"JUAN GAVIÑO LLANO ""TALLER JUAN GAVIÑO""";Calle PABLO COSO CALERO, 14, 41930, Bormujos, Sevilla, España;Bormujos;41930;Lunes 07:00-15:00 | Martes 07:00-15:00 | Miércoles 07:00-15:00 | Jueves 07:00-15:00 | Viernes 07:00-15:00 | Sábado Cerrado | Domingo Cerrado;medium;Taller Juan Gaviño;google-business;2026-09-21;"Google publica C. Pablo Coso Calero 114; ficha nº14.";associated;11;1;Lunes;08:00;Abierto · cierra 15:00
408;TALLERES JEDIAN SLL;TALLERES JEDIAN SLL;Calle Cierzo, 9-11-13, P.I. Ciudad Blanca, 41702, Dos Hermanas, Sevilla, España;Dos Hermanas;41702;Lunes 07:00-18:00 | Martes 07:00-18:00 | Miércoles 07:00-18:00 | Jueves 07:00-18:00 | Viernes 07:00-18:00 | Sábado Cerrado | Domingo Cerrado;high;Talleres Jedian;google-business;2026-09-21;;verified;1;2;Lunes;08:03;Abierto · cierra 18:00
406;JOSE MARÍA MORALES PEREZ;JOSE MARÍA MORALES PEREZ;Calle CRISTOBAL COLON, 1, 41800, Sanlucar La Mayor, Sevilla, España;Sanlucar La Mayor;41800;Lunes 09:00-14:00 / 17:00-19:00 | Martes 09:00-14:00 / 17:00-19:00 | Miércoles 09:00-14:00 / 17:00-19:00 | Jueves 09:00-14:00 / 17:00-19:00 | Viernes 09:00-14:00 | Sábado 09:00-14:00 | Domingo Cerrado;medium;Repuestos Morales;google-business;2026-09-21;"Coincide teléfono; Google publica C. Cristóbal Colón 0 y la ficha nº1.";associated;11;13;Lunes;17:00;Apertura 17:00 · cierra 19:00
381;CARROCERIAS CITY Sl;CARROCERIAS CITY Sl;POL. IND. LA RED,Calle de la Red Diecisiete, 30, 41500, Alcala De Guadaira, Sevilla, España;Alcala De Guadaira;41500;Lunes 07:00-15:00 | Martes 07:00-15:00 | Miércoles 07:00-15:00 | Jueves 07:00-15:00 | Viernes 07:00-15:00 | Sábado 07:00-12:00 | Domingo Cerrado;medium;Carrocerías City;google-maps;2026-09-21;Google Maps publica una dirección distinta a la ficha original.;associated;4;13;Jueves;13:33;Abierto · cierra 15:00
379;RAFAEL VEGA MORENO;RAFAEL VEGA MORENO;Calle CRUZ DE LA CAVA, 17, 41600, Arahal, Sevilla, España;Arahal;41600;Lunes 08:00-14:00 / 15:00-20:30 | Martes 08:00-14:00 / 15:00-20:30 | Miércoles 08:00-14:00 / 15:00-20:30 | Jueves 08:00-14:00 / 15:00-20:30 | Viernes 08:00-14:00 / 15:00-20:30 | Sábado 08:00-14:00 | Domingo Cerrado;high;Repuestos Vega;google-business;2026-09-21;"La ficha 379 figura nº17; el negocio publicado está en nº22.";verified;12;10;Martes;13:10;Abierto · cierra 14:00
378;SEGURA ORIHUELA SL- baja;SEGURA ORIHUELA SL;Calle CARPINTERIA, 22 - POL. INSDUSTRIAL EL CERRO, 41210, Guillena, Sevilla, España;Guillena;41210;Lunes 08:00-14:00 / 16:30-19:30 | Martes 08:00-14:00 / 16:30-19:30 | Miércoles 08:00-14:00 / 16:30-19:30 | Jueves 08:00-14:00 / 16:30-19:30 | Viernes 08:00-14:00 / 16:30-19:30 | Sábado Cerrado | Domingo Cerrado;high;Tayse Rueda;google-business;2026-09-21;;verified;;;;;
376;AUTOMOVILES MARSYOL;ISRAEL TORRES BEJARANO;Avenida ILDEFONSO MARAÑON LAVIN, 6, 41019, Sevilla, Sevilla, España;Sevilla;41019;NO VERIFICADO;unknown;;public-search;2026-09-21;No se ha encontrado un horario público inequívoco para esta ficha. Confirmar antes de visitar.;unknown;8;5;Miércoles;10:29;Horario no verificado · confirmar antes
375;CRISTOBAL CARLOS GÁMEZ GARRIDO (A.R.MONTEQUINTO);CRISTOBAL CARLOS GÁMEZ GARRIDO (A.R.MONTEQUINTO);Avenida DE MONTEQUINTO S/N, LOCAL 2, 41089, Dos Hermanas, Sevilla, España;Dos Hermanas;41089;Lunes 09:00-14:00 / 16:30-20:00 | Martes 09:00-14:00 / 16:30-20:00 | Miércoles 09:00-14:00 / 16:30-20:00 | Jueves 09:00-14:00 / 16:30-20:00 | Viernes 09:00-14:00 / 16:30-20:00 | Sábado Cerrado | Domingo Cerrado;high;Autorepuestos Montequinto;google-business;2026-09-21;;verified;2;11;Martes;13:00;Abierto · cierra 14:00
374;APOLO MOTOR 038000444;ANTONIO GARCIA GARCIA;Calle FANDANGO, 1, 41420, Fuentes De Andalucia, Sevilla, España;Fuentes De Andalucia;41420;Lunes 07:00-15:00 / 17:00-20:00 | Martes 07:00-15:00 / 17:00-20:00 | Miércoles 07:00-15:00 / 17:00-20:00 | Jueves 07:00-15:00 / 17:00-20:00 | Viernes 07:00-15:00 | Sábado Cerrado | Domingo Cerrado;medium;Apolo Motor;google-business;2026-09-21;"Google publica C. Fandango 3; ficha nº1.";associated;17;7;Martes;13:47;Abierto · cierra 15:00
373;JOSE ANTONIO MENDEZ LOBATO;JOSE ANTONIO MENDEZ LOBATO;Calle VENERO, 15, 41450, Constantina, Sevilla, España;Constantina;41450;NO VERIFICADO;unknown;;public-search;2026-09-21;No se ha encontrado un horario público inequívoco para esta ficha. Confirmar antes de visitar.;unknown;20;1;Viernes;10:00;Horario no verificado · confirmar antes
372;AUTOS SANCHEZ MARTINEZ SL;AUTOS SANCHEZ MARTINEZ SL;Calle DEL RIO, 1, 41120, Gelves, Sevilla, España;Gelves;41120;NO VERIFICADO;unknown;;public-search;2026-09-21;No se ha encontrado un horario público inequívoco para esta ficha. Confirmar antes de visitar.;unknown;7;7;Martes;11:02;Horario no verificado · confirmar antes
368;JAFERAUTO AUTOMOCION, SL;JAFERAUTO AUTOMOCION, SL;Calle TERMODINAMICA, 19, 41015, Sevilla, Sevilla, España;Sevilla;41015;Lunes 07:00-15:00 | Martes 07:00-15:00 | Miércoles 07:00-15:00 | Jueves 07:00-15:00 | Viernes 07:00-15:00 | Sábado Cerrado | Domingo Cerrado;high;Jaferauto;google-maps;2026-09-21;;verified;10;12;Viernes;14:28;Abierto · cierra 15:00
367;NOYMAR CREDIT SL;NOYMAR CREDIT SL;Calle ALMERIA, 21, 41120, Gelves, Sevilla, España;Gelves;41120;Lunes 09:30-14:00 / 18:00-21:00 | Martes 09:30-14:00 / 18:00-21:00 | Miércoles 09:30-14:00 / 18:00-21:00 | Jueves 09:30-14:00 / 18:00-21:00 | Viernes 09:30-14:00 / 18:00-21:00 | Sábado 10:30-13:30 | Domingo Cerrado;medium;Noymar Ocasión;google-business;2026-09-21;"Teléfono público difiere de ficha; nombre/dirección coinciden.";associated;7;6;Martes;10:33;Abierto · cierra 14:00
366;GLAS WELD SEVILLA S.L;GLAS WELD SEVILLA S.L;Calle METALURGIA, 63 P. I. CALONGE, 41007, Sevilla, Sevilla, España;Sevilla;41007;NO VERIFICADO;unknown;;public-search;2026-09-21;No se ha encontrado un horario público inequívoco para esta ficha. Confirmar antes de visitar.;unknown;11;6;Lunes;11:02;Horario no verificado · confirmar antes
363;TALLERES Y GRUAS CORDERO, SL;TALLERES Y GRUAS CORDERO, SL;Avenida JEREZ,81, 41749, El Cuervo, Sevilla, España;El Cuervo;41749;Lunes 09:00-14:00 / 16:00-20:00 | Martes 09:00-14:00 / 16:00-20:00 | Miércoles 09:00-14:00 / 16:00-20:00 | Jueves 09:00-14:00 / 16:00-20:00 | Viernes 09:00-14:00 / 16:00-20:00 | Sábado 09:00-14:00 | Domingo Cerrado;high;Talleres y Grúas Cordero;google-business;2026-09-21;;verified;14;13;Jueves;18:10;Abierto · cierra 20:00
362;FRANCISCO BERNAL MACIAS;FRANCISCO BERNAL MACIAS;Calle REAL 171, 41950, Castilleja De La Cuesta, Sevilla, España;Castilleja De La Cuesta;41950;NO VERIFICADO;unknown;;public-search;2026-09-21;No se ha encontrado un horario público inequívoco para esta ficha. Confirmar antes de visitar.;unknown;13;5;Miércoles;12:14;Horario no verificado · confirmar antes
361;SANCHEZ BARRANCO AUTOS SL;SANCHEZ BARRANCO AUTOS SL;Calle RONDA DE LA MINA, 8, 41740, Lebrija, Sevilla, España;Lebrija;41740;Lunes 09:00-14:00 / 16:00-20:00 | Martes 09:00-14:00 / 16:00-20:00 | Miércoles 09:00-14:00 / 16:00-20:00 | Jueves 09:00-14:00 / 16:00-20:00 | Viernes 09:00-14:00 / 16:00-20:00 | Sábado Cerrado | Domingo Cerrado;medium;Sanchez Barranco Auto;google-business;2026-09-21;Google publica nº 10, la ficha nº 8.;associated;14;12;Jueves;17:27;Abierto · cierra 20:00
358;TALLERES M ALONSO SL;TALLERES M ALONSO SL;Calle VILLAMANRIQUE KM 1, 41840, Pilas, Sevilla, España;Pilas;41840;Lunes 09:00-14:00 / 16:00-19:30 | Martes 09:00-14:00 / 16:00-19:30 | Miércoles 09:00-14:00 / 16:00-19:30 | Jueves 09:00-14:00 / 16:00-19:30 | Viernes 09:00-14:00 / 16:00-19:30 | Sábado Cerrado | Domingo Cerrado;high;Talleres M Alonso;google-business;2026-09-21;;verified;13;10;Miércoles;16:00;Apertura 16:00 · cierra 19:30
356;NEUMATICOS ZAFOR SL;NEUMATICOS ZAFOR SL;Avenida GUADALQUIVIR 111, 41320, Cantillana, Sevilla, España;Cantillana;41320;Lunes 07:00-15:00 / 17:00-20:00 | Martes 07:00-15:00 / 17:00-20:00 | Miércoles 07:00-15:00 / 17:00-20:00 | Jueves 07:00-15:00 / 17:00-20:00 | Viernes 07:00-15:00 | Sábado Cerrado | Domingo Cerrado;medium;Bosch Car Service ZAFOR;google-business;2026-09-21;"Google publica Av. Guadalquivir 85; ficha 111.";associated;16;7;Lunes;14:16;Abierto · cierra 15:00
337;JOSE VALVERDE MEDRANO(REPUESTOS PEPE);JOSE VALVERDE MEDRANO(REPUESTOS PEPE);Calle SEVERO OCHOA, 61 (LOCAL), 41300, San Jose De La Rinconada, Sevilla, España;San Jose De La Rinconada;41300;Lunes 08:30-14:00 / 16:00-20:30 | Martes 08:30-14:00 / 16:00-20:30 | Miércoles 08:30-14:00 / 16:00-20:30 | Jueves 08:30-14:00 / 16:00-20:30 | Viernes 08:30-14:00 / 16:00-20:30 | Sábado 08:30-14:00 | Domingo Cerrado;medium;Repuestos Pepe;google-business;2026-09-21;Teléfono público difiere del fichero.;associated;10;13;Viernes;16:00;Apertura 16:00 · cierra 20:30
324;FRANCISCO JOSE RODRIGUEZ JIMENEZ;FRANCISCO JOSE RODRIGUEZ JIMENEZ;Calle URBANO X, 11 (VILLA ROSA), 41410, Carmona, Sevilla, España;Carmona;41410;NO VERIFICADO;unknown;;public-search;2026-09-21;No se ha encontrado un horario público inequívoco para esta ficha. Confirmar antes de visitar.;unknown;17;2;Martes;10:00;Horario no verificado · confirmar antes
310;REPUESTOS YUNKE, SL;REPUESTOS YUNKE, SL;CTRA.SAN JUAN-PALOMARES, 4, 41927, Mairena Del Aljarafe, Sevilla, España;Mairena Del Aljarafe;41927;Lunes 08:30-14:00 / 16:30-20:00 | Martes 08:30-14:00 / 16:30-20:00 | Miércoles 08:30-14:00 / 16:30-20:00 | Jueves 08:30-14:00 / 16:30-20:00 | Viernes 08:30-14:00 / 16:30-20:00 | Sábado 09:00-13:30 | Domingo Cerrado;high;Repuestos Yunke;google-business;2026-09-21;;verified;7;3;Martes;08:58;Abierto · cierra 14:00
308;RECAMBIOS OSUNA, SL;RECAMBIOS OSUNA, SL;Calle ARAHAL, 18, 41530, Moron De La Frontera, Sevilla, España;Moron De La Frontera;41530;Lunes 09:00-14:00 / 16:00-20:00 | Martes 09:00-14:00 / 16:00-20:00 | Miércoles 09:00-14:00 / 16:00-20:00 | Jueves 09:00-14:00 / 16:00-20:00 | Viernes 09:00-14:00 / 16:00-20:00 | Sábado 09:00-13:00 | Domingo Cerrado;high;Recambios Osuna;google-business;2026-09-21;;verified;12;15;Martes;18:46;Abierto · cierra 20:00
307;TALLERES BUIZA, SL;TALLERES BUIZA, SL;Camineros, 30 P.I.Los Emprendedores, 41429, La Campana, Sevilla, España;La Campana;41429;Lunes 07:00-15:00 | Martes 07:00-15:00 / 17:00-19:00 | Miércoles 07:00-15:00 | Jueves 07:00-15:00 / 17:00-19:00 | Viernes 07:00-15:00 | Sábado Cerrado | Domingo Cerrado;high;Talleres Hnos. Buiza;google-business;2026-09-21;;verified;17;5;Martes;12:35;Abierto · cierra 15:00
304;RECAMARISMAS, SL;RECAMARISMAS, SL;P.I.EL MURO C/CIENCIA, 4, 41720, Los Palacios Y Villafranca, Sevilla, España;Los Palacios Y Villafranca;41720;Lunes 07:00-14:00 / 16:00-19:30 | Martes 07:00-14:00 / 16:00-19:30 | Miércoles 07:00-14:00 / 16:00-19:30 | Jueves 07:00-14:00 / 16:00-19:30 | Viernes 07:00-15:00 | Sábado Cerrado | Domingo Cerrado;high;Recamarismas;google-business;2026-09-21;;verified;5;3;Viernes;09:45;Abierto · cierra 15:00
296;ANTONIO ALONSO BECERRIL, SL;ANTONIO ALONSO BECERRIL, SL;Avenida DEL ALJARAFE, 12-14, 41840, Pilas, Sevilla, España;Pilas;41840;Lunes 06:45-15:00 | Martes 06:45-15:00 | Miércoles 06:45-15:00 | Jueves 06:45-15:00 | Viernes 06:45-14:00 | Sábado Cerrado | Domingo Cerrado;high;Antonio Alonso Becerril;google-business;2026-09-21;;verified;13;8;Miércoles;14:20;Abierto · cierra 15:00
291;MCP ALVAREZ JAEN, SL;MCP ALVAREZ JAEN, SL;Calle QUIMICA, 11, 41015, Sevilla, Sevilla, España;Sevilla;41015;Lunes 08:00-17:00 | Martes 08:00-17:00 | Miércoles 08:00-17:00 | Jueves 08:00-17:00 | Viernes 08:00-15:00 | Sábado Cerrado | Domingo Cerrado;high;Talleres Álvarez Mecánica, Chapa y Pintura;google-maps;2026-09-21;;verified;9;14;Jueves;15:02;Abierto · cierra 17:00
278;DAVID PEINADO CALZADO;DAVID PEINADO CALZADO;Calle 19 DE ABRIL, NAVE 26A, 41701, Dos Hermanas, Sevilla, España;Dos Hermanas;41701;NO VERIFICADO;unknown;;public-search;2026-09-21;No se ha encontrado un horario público inequívoco para esta ficha. Confirmar antes de visitar.;unknown;2;5;Martes;10:00;Horario no verificado · confirmar antes
277;JUAN ANTONIO SANCHEZ PORTILLO;JUAN ANTONIO SANCHEZ PORTILLO;Calle DOCTOR JULIO SAN JOSE S/N, 41700, Dos Hermanas, Sevilla, España;Dos Hermanas;41700;NO VERIFICADO;unknown;;public-search;2026-09-21;No se ha encontrado un horario público inequívoco para esta ficha. Confirmar antes de visitar.;unknown;;;;;
271;COCHESUR AUTOMOCION, SL;COCHESUR AUTOMOCION, SL;P.I.PISA, C/CONGRESO, 40, 41927, Mairena Del Aljarafe, Sevilla, España;Mairena Del Aljarafe;41927;Lunes 09:30-13:30 / 17:00-20:30 | Martes 09:30-13:30 / 17:00-20:30 | Miércoles 09:30-13:30 / 17:00-20:30 | Jueves 09:30-13:30 / 17:00-20:30 | Viernes 09:30-13:30 / 17:00-20:30 | Sábado 10:30-13:30 | Domingo Cerrado;high;Cochesur Mairena del Aljarafe;google-business;2026-09-21;;verified;;;;;
